game,nLc0,nSF,Lc0,SF
1,73,72,0.22,0.3
1,73,72,0.25,0.24
1,73,72,0.25,0.37
1,73,72,0.03,0.25
1,73,72,0.01,0.49
1,73,72,0.01,0.59
1,73,72,0.01,0.25
1,73,72,0.01,0
1,73,72,-0.09,0
1,73,72,-0.09,0
1,73,72,-0.08,0
1,73,72,-0.06,0.23
1,73,72,-0.11,0
1,73,72,-0.1,0
1,73,72,-0.1,0
1,73,72,-0.2,0
1,73,72,-0.2,0
1,73,72,-0.18,0
1,73,72,-0.16,0
1,73,72,-0.16,0
1,73,72,-0.15,0
1,73,72,-0.29,0
1,73,72,-0.29,0
1,73,72,-0.27,0
1,73,72,-0.26,0
1,73,72,-0.27,0
1,73,72,-0.33,0
1,73,72,-0.33,0
1,73,72,-0.31,0
1,73,72,-0.37,0
1,73,72,-0.32,0
1,73,72,-0.33,0
1,73,72,-0.33,0
1,73,72,-0.3,0
1,73,72,-0.28,0
1,73,72,-0.23,0
1,73,72,-0.23,0
1,73,72,-0.23,0
1,73,72,-0.22,0
1,73,72,-0.22,0
1,73,72,-0.2,0
1,73,72,-0.17,0
1,73,72,-0.37,0
1,73,72,-0.29,0
1,73,72,-0.39,0
1,73,72,-0.3,0
1,73,72,-0.37,0
1,73,72,-0.23,0
1,73,72,-0.1,0
1,73,72,-0.09,0
1,73,72,-0.08,0
1,73,72,-0.06,0
1,73,72,-0.05,0
1,73,72,-0.06,0
1,73,72,-0.08,0
1,73,72,-0.06,0
1,73,72,-0.05,0
1,73,72,-0.04,0
1,73,72,-0.02,0
1,73,72,-0.06,0
1,73,72,-0.06,0
1,73,72,-0.05,0
1,73,72,-0.05,0
1,73,72,-0.04,0
1,73,72,-0.02,0
1,73,72,-0.01,0
1,73,72,-0.13,0
1,73,72,-0.09,0
1,73,72,-0.07,0
1,73,72,-0.06,0
1,73,72,-0.05,0
1,73,72,-0.04,0
2,38,38,0.24,-0.09
2,38,38,0.27,0
2,38,38,0.28,0
2,38,38,0.27,0
2,38,38,0.26,0
2,38,38,0.27,0
2,38,38,0.24,0
2,38,38,0.23,0
2,38,38,0.22,-0.17
2,38,38,0.44,-0.13
2,38,38,0.44,-0.13
2,38,38,0.34,0
2,38,38,0.39,0
2,38,38,0.26,0
2,38,38,0.16,0
2,38,38,0.14,0
2,38,38,0.13,0
2,38,38,0.12,0
2,38,38,0.11,0
2,38,38,0.11,0
2,38,38,0.1,0
2,38,38,0.1,0
2,38,38,0.09,0
2,38,38,0.09,0
2,38,38,0.09,0
2,38,38,0.06,0
2,38,38,0.06,0
2,38,38,0.07,0
2,38,38,0.06,0
2,38,38,0,0
2,38,38,0.05,0
2,38,38,0,0
2,38,38,0.02,0
2,38,38,0,0
2,38,38,0,0
2,38,38,0,0
2,38,38,0,0
2,38,38,0.07,0
3,47,47,1.35,1.22
3,47,47,1.28,1.02
3,47,47,1.23,1.3
3,47,47,1.25,1.36
3,47,47,1.25,1.33
3,47,47,1.26,1.34
3,47,47,1.27,1.47
3,47,47,1.27,1.38
3,47,47,1.27,1.77
3,47,47,1.32,1.75
3,47,47,1.34,1.75
3,47,47,1.41,2.04
3,47,47,1.35,1.86
3,47,47,1.44,1.89
3,47,47,1.51,2.09
3,47,47,1.54,2.07
3,47,47,1.6,2.27
3,47,47,1.61,2.39
3,47,47,1.7,2.28
3,47,47,1.71,4.62
3,47,47,2.29,5.5
3,47,47,2.61,6.42
3,47,47,2.56,6.77
3,47,47,2.56,7.24
3,47,47,2.52,7.71
3,47,47,2.44,7.92
3,47,47,2.43,7.98
3,47,47,2.46,8.06
3,47,47,0,8.34
3,47,47,2.47,8.31
4,101,100,1.36,0.92
4,101,100,1.39,0.47
4,101,100,1.44,0.8
4,101,100,1.5,0.98
4,101,100,1.52,1.01
4,101,100,1.64,1.53
4,101,100,1.95,1.52
4,101,100,2.02,1.34
4,101,100,2.06,1.44
4,101,100,2.09,1.76
4,101,100,2.2,1.86
4,101,100,2.21,1.7
4,101,100,2.1,1.99
4,101,100,2.34,2.01
4,101,100,2.36,2.02
4,101,100,2.39,2.47
4,101,100,2.4,2.46
4,101,100,2.34,2.84
4,101,100,2.39,2.73
4,101,100,2.42,2.88
4,101,100,2.48,3.09
4,101,100,2.45,3
4,101,100,2.42,2.98
4,101,100,2.5,4.29
4,101,100,2.54,3.37
4,101,100,2.73,4.75
4,101,100,3.28,4
4,101,100,3.28,5.65
4,101,100,3.35,4.3
4,101,100,3.65,5.2
4,101,100,3.64,5.3
4,101,100,4.32,5.3
4,101,100,4.14,11.78
4,101,100,4.15,11.78
4,101,100,4.69,6.33
4,101,100,4.78,5.22
4,101,100,4.81,4.83
4,101,100,4.52,5.74
4,101,100,4.27,6.48
4,101,100,3.99,8
4,101,100,4.12,8.46
4,101,100,4.42,9.72
4,101,100,4.62,9.16
4,101,100,4.83,10.5
4,101,100,4.97,10.5
4,101,100,5.29,10.53
4,101,100,4.95,11.53
4,101,100,5.01,10.69
4,101,100,4.77,11.99
4,101,100,4.72,11.59
4,101,100,5.36,11.89
4,101,100,5.29,11.62
4,101,100,5.39,12.12
4,101,100,5.8,12.48
4,101,100,5.45,8.19
4,101,100,7.1,10.92
4,101,100,7.33,10.73
4,101,100,7.64,12.14
4,101,100,5.97,8.22
4,101,100,5.49,9.37
4,101,100,5.61,11.99
4,101,100,5.6,12.2
4,101,100,5.88,12.57
4,101,100,7.12,12.66
4,101,100,5.72,12.39
4,101,100,5.3,12.1
4,101,100,5.51,11.7
4,101,100,6.2,13.13
4,101,100,6.89,13.1
4,101,100,5.75,13.15
4,101,100,5.16,13.61
4,101,100,5.55,12.53
4,101,100,5.53,13.4
4,101,100,5.27,11.48
4,101,100,5.28,10.28
4,101,100,4.76,10.3
4,101,100,5.47,13.32
4,101,100,5.07,10.06
4,101,100,5.31,12.25
4,101,100,5.46,16.84
4,101,100,4.99,18.06
4,101,100,5.47,7.45
4,101,100,5.72,14
4,101,100,5.47,15.75
4,101,100,5.54,12.53
4,101,100,5.73,18.69
5,36,37,0.59,0.48
5,36,37,0.44,0.98
5,36,37,0.53,0.82
5,36,37,0.55,0.59
5,36,37,0.29,0.93
5,36,37,0.3,0.99
5,36,37,0.46,0.97
5,36,37,0.46,0.59
5,36,37,0.48,0.13
5,36,37,0.46,0.07
5,36,37,0.44,0.05
5,36,37,0.24,0
5,36,37,0.23,0
5,36,37,0.22,0
5,36,37,0.21,0
5,36,37,0.2,0
5,36,37,0.19,0
5,36,37,0.18,0
5,36,37,0.15,0
5,36,37,0.15,0
5,36,37,0.14,0
5,36,37,0.13,0
5,36,37,0.13,0
5,36,37,0.13,0
5,36,37,0.13,0
5,36,37,0.08,0
5,36,37,0.06,0
5,36,37,0.04,0
5,36,37,0.03,0
5,36,37,0.02,0
5,36,37,0.02,0
5,36,37,0.02,0
5,36,37,-0.01,0
5,36,37,-0.03,0
5,36,37,-0.03,0
5,36,37,-0.01,0
6,84,84,0.63,0
6,84,84,0.62,0.48
6,84,84,0.58,0.21
6,84,84,0.57,0.09
6,84,84,0.57,0.13
6,84,84,0.58,0
6,84,84,0.58,0.04
6,84,84,0.59,0.5
6,84,84,0.59,0.39
6,84,84,0.6,0.25
6,84,84,0.6,0
6,84,84,0.63,0.05
6,84,84,0.62,0
6,84,84,0.61,0
6,84,84,0.62,0
6,84,84,0.61,0
6,84,84,0.58,0
6,84,84,0.56,0
6,84,84,0.54,0
6,84,84,0.49,0
6,84,84,0.49,0
6,84,84,0.4,0
6,84,84,0.39,0
6,84,84,0.39,0
6,84,84,0.39,0
6,84,84,0.39,0
6,84,84,0.37,0
6,84,84,0.38,0
6,84,84,0.37,0
6,84,84,0.41,0
6,84,84,0.42,0
6,84,84,0.4,0
6,84,84,0.39,0
6,84,84,0.38,0
6,84,84,0.37,0
6,84,84,0.37,0
6,84,84,0.34,0
6,84,84,0.34,0
6,84,84,0.35,0
6,84,84,0.33,0
6,84,84,0.3,0
6,84,84,0.27,0
6,84,84,0.26,0
6,84,84,0.25,0
6,84,84,0.25,0
6,84,84,0.24,0
6,84,84,0.26,0
6,84,84,0.27,0
6,84,84,0.28,0
6,84,84,0.24,0
6,84,84,0.26,0
6,84,84,0.27,0
6,84,84,0.32,0
6,84,84,0.35,0
6,84,84,0.29,0
6,84,84,0.29,0
6,84,84,0.3,0
6,84,84,0.33,0
6,84,84,0.34,0
6,84,84,0.37,0
6,84,84,0.37,0
6,84,84,0.36,0
6,84,84,0.36,0
6,84,84,0.31,0
6,84,84,0.28,0
6,84,84,0.31,0
6,84,84,0.31,0
6,84,84,0.27,0
6,84,84,0.28,0
6,84,84,0.29,0
6,84,84,0.22,0
6,84,84,0.19,0
6,84,84,0.14,0
6,84,84,0.14,0
6,84,84,0.14,0
6,84,84,0.15,0
6,84,84,0.15,0
6,84,84,0.16,0
6,84,84,0.11,0
6,84,84,0.09,0
6,84,84,0.05,0
6,84,84,0.05,0
6,84,84,0.01,0
6,84,84,0.02,0
7,85,86,0.6,1.43
7,85,86,0.59,1.51
7,85,86,0.55,1.54
7,85,86,0.82,1.38
7,85,86,0.82,1.41
7,85,86,0.82,1.88
7,85,86,0.93,1.62
7,85,86,1.01,1.58
7,85,86,0.75,1.55
7,85,86,0.9,1.95
7,85,86,1.08,1.91
7,85,86,1.04,1.35
7,85,86,1.04,1.5
7,85,86,1.05,1.37
7,85,86,1.06,1.47
7,85,86,1.16,1.66
7,85,86,1.14,1.41
7,85,86,1.14,1.66
7,85,86,1.13,1.84
7,85,86,0.45,1.84
7,85,86,0.44,1.99
7,85,86,0.41,2.06
7,85,86,0.4,1.38
7,85,86,0.92,1.66
7,85,86,0.91,1.76
7,85,86,1.54,1.87
7,85,86,1.56,1.92
7,85,86,1.58,2.02
7,85,86,1.62,2.02
7,85,86,1.64,2.02
7,85,86,1.65,2.02
7,85,86,1.73,2.02
7,85,86,1.78,2.02
7,85,86,1.8,2.22
7,85,86,1.79,2.31
7,85,86,1.79,2.36
7,85,86,1.86,2.41
7,85,86,1.87,2.41
7,85,86,1.86,2.41
7,85,86,1.81,2.41
7,85,86,1.78,2.41
7,85,86,1.81,2.41
7,85,86,1.82,2.42
7,85,86,1.74,2.52
7,85,86,1.75,2.62
7,85,86,1.76,2.72
7,85,86,1.79,3.02
7,85,86,1.8,3.12
7,85,86,1.75,3.12
7,85,86,1.81,3.22
7,85,86,1.83,3.76
7,85,86,1.85,4.45
7,85,86,1.84,4.55
7,85,86,1.81,4.59
7,85,86,1.82,4.66
7,85,86,1.82,4.74
7,85,86,1.81,4.95
7,85,86,1.78,5
7,85,86,1.87,6.18
8,59,58,0.73,0.69
8,59,58,0.78,0.76
8,59,58,0.75,0.73
8,59,58,0.73,0.73
8,59,58,0.73,0.39
8,59,58,0.73,0.47
8,59,58,0.68,0.42
8,59,58,0.68,0.47
8,59,58,0.7,0.36
8,59,58,1.04,0.37
8,59,58,0.97,0.49
8,59,58,1.02,0.43
8,59,58,0.77,0.18
8,59,58,0.77,0
8,59,58,0.77,0
8,59,58,0.32,0
8,59,58,0.29,0
8,59,58,0.28,0
8,59,58,0.26,0
8,59,58,0.26,0
8,59,58,0.26,0
8,59,58,0.22,0
8,59,58,0.21,0
8,59,58,0.21,0
8,59,58,0.2,0
8,59,58,0.23,0
8,59,58,0.23,0
8,59,58,0.23,0
8,59,58,0.21,0
8,59,58,0,0
8,59,58,0.2,0
8,59,58,0.22,0
8,59,58,0.21,0
8,59,58,0.21,0
8,59,58,0.2,0
8,59,58,0.2,0
8,59,58,0.2,0
8,59,58,0.21,0
8,59,58,0.22,0
8,59,58,0.21,0
8,59,58,0.15,0
8,59,58,0.23,0
8,59,58,0.23,0
8,59,58,0.24,0
8,59,58,0.21,0
8,59,58,0.21,0
8,59,58,0.17,0
8,59,58,0.16,0
8,59,58,0.14,0
8,59,58,0.14,0
8,59,58,0.14,0
8,59,58,0.14,0
8,59,58,0.15,0
8,59,58,0.13,0
8,59,58,0.11,0
8,59,58,0.1,0
8,59,58,0.07,0
8,59,58,0.04,0
9,97,98,0.81,0.89
9,97,98,0.81,1.11
9,97,98,0.83,0.97
9,97,98,0.75,0.93
9,97,98,0.64,0.86
9,97,98,0.62,0.86
9,97,98,0.6,0.84
9,97,98,0.58,0.87
9,97,98,0.58,0.85
9,97,98,0.64,0.9
9,97,98,0.64,0.92
9,97,98,0.64,1
9,97,98,0.46,0.88
9,97,98,0.43,0.95
9,97,98,0.43,0.86
9,97,98,0.42,1.04
9,97,98,0.41,1.14
9,97,98,0.39,1.24
9,97,98,0.41,1.19
9,97,98,0.36,0.89
9,97,98,0.37,1.35
9,97,98,0.31,1.2
9,97,98,0.36,1.22
9,97,98,0.32,1.2
9,97,98,0.31,1.22
9,97,98,0.36,1.22
9,97,98,0.37,1.36
9,97,98,0.38,1.13
9,97,98,0.39,1.23
9,97,98,0.35,0.79
9,97,98,0.29,1.15
9,97,98,0.28,1.14
9,97,98,0.31,1.11
9,97,98,0.27,0.35
9,97,98,0.27,0.61
9,97,98,0.26,0.61
9,97,98,0.26,0.61
9,97,98,0.05,0.61
9,97,98,0.04,0.61
9,97,98,-0.25,0.61
9,97,98,-0.26,0.61
9,97,98,-0.5,0.61
9,97,98,-0.5,0.61
9,97,98,-0.5,0.61
9,97,98,-0.51,0.61
9,97,98,-0.52,0.26
9,97,98,-0.51,0.61
9,97,98,-0.5,0.61
9,97,98,-0.57,0.61
9,97,98,-0.61,0.61
9,97,98,-0.59,0.61
9,97,98,-0.57,0.61
9,97,98,-0.58,0.61
9,97,98,-0.55,0.61
9,97,98,-0.63,0.61
9,97,98,-0.6,0.61
9,97,98,-0.58,0.61
9,97,98,-0.54,0.61
9,97,98,-0.6,0.61
9,97,98,-0.64,0.61
9,97,98,-0.57,0.61
9,97,98,-0.56,0.61
9,97,98,-0.6,0.61
9,97,98,-0.61,0.61
9,97,98,-0.58,0.61
9,97,98,-0.61,0.61
9,97,98,-0.55,0.61
9,97,98,-0.52,0.26
9,97,98,-0.48,0.06
9,97,98,-0.44,0.06
9,97,98,-0.35,0.06
9,97,98,-0.43,0.06
9,97,98,-0.52,0
9,97,98,-0.56,0
9,97,98,-0.57,0
9,97,98,-0.58,0
9,97,98,-0.55,0
9,97,98,-0.55,0
9,97,98,-0.57,0
9,97,98,-0.57,0
9,97,98,-0.45,0
9,97,98,-0.43,0
9,97,98,-0.42,0
9,97,98,-0.37,0
9,97,98,-0.4,0
9,97,98,-0.38,0
9,97,98,-0.27,0
9,97,98,-0.23,0
9,97,98,-0.25,0
9,97,98,-0.25,0
9,97,98,-0.26,0
9,97,98,-0.16,0
9,97,98,-0.1,0
9,97,98,-0.04,0
9,97,98,-0.03,0
9,97,98,-0.02,0
9,97,98,0,0
10,111,110,0.84,0.49
10,111,110,0.95,0.33
10,111,110,0.93,0.4
10,111,110,0.92,0.4
10,111,110,0.89,0.68
10,111,110,0.98,0.7
10,111,110,0.98,0.61
10,111,110,0.97,0.68
10,111,110,0.96,0.83
10,111,110,0.95,0.6
10,111,110,0.98,0.61
10,111,110,0.98,0.44
10,111,110,0.99,0.7
10,111,110,1,0.42
10,111,110,0.93,0.46
10,111,110,0.9,0.42
10,111,110,0.92,0.47
10,111,110,0.94,0.2
10,111,110,0.93,0.37
10,111,110,0.89,0.25
10,111,110,0.89,0.24
10,111,110,0.88,0.25
10,111,110,0.91,0.28
10,111,110,0.95,0.35
10,111,110,0.96,0.37
10,111,110,0.95,0.35
10,111,110,0.91,0.31
10,111,110,0.89,0.3
10,111,110,0.88,0.37
10,111,110,0.81,0.31
10,111,110,0.83,0.35
10,111,110,0.83,0.35
10,111,110,0.79,0.35
10,111,110,0.79,0.35
10,111,110,0.78,0.35
10,111,110,0.74,0.35
10,111,110,0.74,0.35
10,111,110,0.68,0.25
10,111,110,0.65,0.15
10,111,110,0.65,0
10,111,110,0.56,0
10,111,110,0.53,0.1
10,111,110,0.52,0.1
10,111,110,0.54,0
10,111,110,0.54,0.1
10,111,110,0.56,0.1
10,111,110,0.58,0.2
10,111,110,0.62,0.1
10,111,110,0.62,0.1
10,111,110,0.59,0.1
10,111,110,0.59,0.1
10,111,110,0.59,0.1
10,111,110,0.61,0.1
10,111,110,0.6,0.2
10,111,110,0.57,0.1
10,111,110,0.53,0.1
10,111,110,0.55,0.2
10,111,110,0.54,0.2
10,111,110,0.52,0.2
10,111,110,0.55,0.2
10,111,110,0.53,0.2
10,111,110,0.52,0.2
10,111,110,0.56,0.2
10,111,110,0.55,0.2
10,111,110,0.52,0.2
10,111,110,0.51,0.2
10,111,110,0.51,0.2
10,111,110,0.51,0.2
10,111,110,0.47,0.2
10,111,110,0.48,0.2
10,111,110,0.46,0.2
10,111,110,0.44,0.2
10,111,110,0.42,0.2
10,111,110,0.49,0.2
10,111,110,0.61,0.2
10,111,110,0.81,0
10,111,110,0.81,0
10,111,110,0.83,0
10,111,110,0.7,0
10,111,110,0.8,0
10,111,110,0.27,0
10,111,110,0.17,0
10,111,110,0.15,0
10,111,110,0.04,0
10,111,110,0.03,0
10,111,110,0,0
10,111,110,0,0
10,111,110,0,0
10,111,110,0,0
10,111,110,-0.05,0
10,111,110,-0.05,0
10,111,110,-0.05,0
10,111,110,0.09,0
10,111,110,0.09,0
10,111,110,0.18,0
10,111,110,0.16,0
10,111,110,0.23,0
10,111,110,0.15,0
10,111,110,0.14,0
10,111,110,0.2,0
10,111,110,0.14,0
10,111,110,0.08,0
10,111,110,0.07,0
10,111,110,0.06,0
10,111,110,0.14,0
10,111,110,0.08,0
10,111,110,0.05,0
10,111,110,0.03,0
10,111,110,0,0
10,111,110,0,0
11,36,36,0.84,0.67
11,36,36,0.85,0.81
11,36,36,0.85,0.87
11,36,36,0.89,0.96
11,36,36,0.89,0.97
11,36,36,0.8,1.13
11,36,36,0.76,1.09
11,36,36,0.79,1.16
11,36,36,1.01,1.25
11,36,36,1.02,1.28
11,36,36,0.99,1.34
11,36,36,0.99,1.24
11,36,36,0.97,0.98
11,36,36,0.97,0.93
11,36,36,0.75,1.16
11,36,36,0.75,1.1
11,36,36,0.68,1.03
11,36,36,0.68,0.99
11,36,36,0.65,0.84
11,36,36,0.64,0.79
11,36,36,0.63,0.6
11,36,36,0.63,0.6
11,36,36,0.59,0.6
11,36,36,0.57,0.6
11,36,36,0.3,0.16
11,36,36,0.3,0
11,36,36,0.3,0
11,36,36,0.11,0
11,36,36,0.12,0
11,36,36,0.14,0
11,36,36,0.09,0
11,36,36,0.08,0
11,36,36,0.05,0
11,36,36,0.01,0
11,36,36,0.01,0
11,36,36,0,0
12,176,176,1.09,0.3
12,176,176,1.25,0.33
12,176,176,1.26,0.46
12,176,176,1.32,0.49
12,176,176,1.44,0.67
12,176,176,1.44,0.63
12,176,176,1.46,0.55
12,176,176,1.41,0.54
12,176,176,1.48,0.5
12,176,176,1.54,0.55
12,176,176,1.51,0.65
12,176,176,1.58,0.66
12,176,176,1.5,0.52
12,176,176,1.38,0.42
12,176,176,1.31,0.28
12,176,176,1.34,0.54
12,176,176,1.67,0.53
12,176,176,1.88,0.55
12,176,176,1.8,0.45
12,176,176,1.76,1.01
12,176,176,1.73,1.01
12,176,176,1.74,1.01
12,176,176,1.65,0.83
12,176,176,1.89,0.93
12,176,176,1.93,1.47
12,176,176,1.95,1.14
12,176,176,2.31,1.63
12,176,176,2.52,1.76
12,176,176,2.43,1.76
12,176,176,2.51,4.12
12,176,176,2.52,4.24
12,176,176,2.6,3.2
12,176,176,2.66,2.51
12,176,176,2.67,2.86
12,176,176,2.69,2.75
12,176,176,2.69,2.75
12,176,176,2.64,2.76
12,176,176,2.63,2.76
12,176,176,2.62,2.76
12,176,176,2.7,2.76
12,176,176,2.58,2.95
12,176,176,2.58,2.95
12,176,176,2.86,2.95
12,176,176,2.95,2.95
12,176,176,2.95,2.95
12,176,176,2.81,2.95
12,176,176,3.12,4.23
12,176,176,3.28,4.23
12,176,176,3.17,4.23
12,176,176,3.18,4.23
12,176,176,3.13,4.23
12,176,176,3.22,5.25
12,176,176,3.39,5.15
12,176,176,3.42,5.21
12,176,176,3.36,4.95
12,176,176,3.41,3.96
12,176,176,3.69,4.68
12,176,176,3.66,5.2
12,176,176,3.88,5.07
12,176,176,3.77,5.39
12,176,176,3.71,5.23
12,176,176,4.06,5.3
12,176,176,4.07,5.18
12,176,176,4.11,5.27
12,176,176,4.12,5.29
12,176,176,4.12,5.23
12,176,176,3.95,5.39
12,176,176,3.97,5.24
12,176,176,4.14,5.25
12,176,176,4.11,5.35
12,176,176,4.19,5.35
12,176,176,4.15,5.35
12,176,176,4.1,5.35
12,176,176,3.92,5.35
12,176,176,4.05,5.35
12,176,176,4.02,5.35
12,176,176,4,5.35
12,176,176,3.88,5.35
12,176,176,3.97,5.53
12,176,176,3.99,5.25
12,176,176,3.88,6.14
12,176,176,3.82,5.25
12,176,176,3.77,5.3
12,176,176,4.18,5.5
12,176,176,4.19,5.15
12,176,176,4.27,4.11
12,176,176,4.16,4.65
12,176,176,4.24,5.32
12,176,176,4.28,4.38
12,176,176,3.96,3.44
12,176,176,3.71,3.97
12,176,176,4.13,4
12,176,176,4.23,4.67
12,176,176,4.06,4.11
12,176,176,4.19,4.62
12,176,176,4.42,4.47
12,176,176,3.97,4.51
12,176,176,4.14,4.71
12,176,176,4.49,4.71
12,176,176,3.85,4.71
12,176,176,3.61,3.46
12,176,176,3.5,3.99
12,176,176,3.27,2.5
12,176,176,3.64,4.26
12,176,176,3.57,5
12,176,176,3.77,5.16
12,176,176,3.98,4.87
12,176,176,3.81,4.88
12,176,176,3.79,5.2
12,176,176,4,5.37
12,176,176,3.85,5.37
12,176,176,3.74,5.35
12,176,176,3.58,5.37
12,176,176,3.68,5.35
12,176,176,3.6,5.25
12,176,176,3.54,5.55
12,176,176,3.46,5.65
12,176,176,3.62,5.45
12,176,176,3.75,5.54
12,176,176,3.82,5.13
12,176,176,4.05,7.32
12,176,176,4.1,6.3
12,176,176,4.26,7.79
12,176,176,4.24,5.97
12,176,176,3.95,6.47
12,176,176,3.96,7.46
12,176,176,3.95,7.55
12,176,176,4.16,7.66
12,176,176,4.12,7.06
12,176,176,4.26,7.59
12,176,176,4.06,6.3
12,176,176,3.87,6.93
12,176,176,4.27,6.98
12,176,176,4.22,5.08
12,176,176,3.95,6.67
12,176,176,3.67,4.69
12,176,176,3.43,5.24
12,176,176,3.69,6.13
12,176,176,3.63,6.86
12,176,176,3.62,8.55
12,176,176,3.59,9.1
12,176,176,3.5,9.47
12,176,176,4.4,9.82
12,176,176,4.59,10.42
12,176,176,4.54,10.88
12,176,176,4.84,10.74
12,176,176,4.9,7.54
12,176,176,4.52,11.05
12,176,176,4.35,12.61
12,176,176,4.53,12.69
12,176,176,4.87,14.41
12,176,176,4.82,14.51
12,176,176,5.34,12.61
12,176,176,5.62,14.92
12,176,176,5.14,9.43
12,176,176,5.47,17.02
12,176,176,5.53,17.12
12,176,176,5.57,16.44
13,139,139,0.72,0.77
13,139,139,0.7,0.96
13,139,139,0.7,0.91
13,139,139,0.65,0.59
13,139,139,0.65,1.23
13,139,139,0.81,1
13,139,139,0.62,0.87
13,139,139,0.65,0.95
13,139,139,0.55,0.84
13,139,139,0.58,1.1
13,139,139,0.59,0.92
13,139,139,0.51,0.93
13,139,139,0.51,0.87
13,139,139,0.51,0.8
13,139,139,0.5,1.05
13,139,139,0.49,1.07
13,139,139,0.49,1.09
13,139,139,0.47,0.97
13,139,139,0.47,1.27
13,139,139,0.48,0.88
13,139,139,0.48,1.03
13,139,139,0.47,1.03
13,139,139,0.48,1.03
13,139,139,0.39,0.63
13,139,139,0.39,0.55
13,139,139,0.39,0.47
13,139,139,0.39,0.61
13,139,139,0.39,0.41
13,139,139,0.38,0.41
13,139,139,0.43,0.62
13,139,139,0.43,0.33
13,139,139,0.46,0.73
13,139,139,0.43,0.68
13,139,139,0.41,0.48
13,139,139,0.4,0.57
13,139,139,0.4,0.48
13,139,139,0.4,0.53
13,139,139,0.39,0.53
13,139,139,0.39,0.43
13,139,139,0.4,0.43
13,139,139,0.41,0.57
13,139,139,0.41,0.48
13,139,139,0.45,0.88
13,139,139,0.46,0.57
13,139,139,0.46,0.57
13,139,139,0.49,1.01
13,139,139,0.5,0.46
13,139,139,0.48,1.01
13,139,139,0.52,1
13,139,139,0.54,1.2
13,139,139,0.53,1.2
13,139,139,0.52,1.2
13,139,139,0.53,1.2
13,139,139,0.53,1
13,139,139,0.54,1
13,139,139,0.49,1
13,139,139,0.49,1
13,139,139,0.5,0.91
13,139,139,0.52,0.91
13,139,139,0.49,0.91
13,139,139,0.48,0.91
13,139,139,0.51,0.91
13,139,139,0.52,0.91
13,139,139,0.52,0.91
13,139,139,0.53,0.91
13,139,139,0.51,0.91
13,139,139,0.48,0.91
13,139,139,0.49,0.91
13,139,139,0.47,0.81
13,139,139,0.49,0.81
13,139,139,0.5,0.81
13,139,139,0.49,0.81
13,139,139,0.48,0.8
13,139,139,0.49,0.8
13,139,139,0.48,0.78
13,139,139,0.45,0.77
13,139,139,0.46,0.74
13,139,139,0.46,0.7
13,139,139,0.48,0.69
13,139,139,0.41,0.48
13,139,139,0.44,0.36
13,139,139,0.45,0.31
13,139,139,0.43,0.25
13,139,139,0.39,0.31
13,139,139,0.37,1.16
13,139,139,0.38,0.96
13,139,139,0.36,0.96
13,139,139,0.36,0.96
13,139,139,0.37,0.96
13,139,139,0.37,0.96
13,139,139,0.39,0.96
13,139,139,0.37,0.96
13,139,139,0.38,0.96
13,139,139,0.35,0.96
13,139,139,0.33,0.86
13,139,139,0.34,0.86
13,139,139,0.19,0.57
13,139,139,0.16,0.67
13,139,139,0.11,0.57
13,139,139,0.12,0.57
13,139,139,0.13,1.71
13,139,139,0.05,1.71
13,139,139,0.07,1.71
13,139,139,0.07,1.71
13,139,139,0.06,1.71
13,139,139,0.08,1.71
13,139,139,0.06,1.71
13,139,139,0.05,1.71
13,139,139,0.05,1.71
13,139,139,0.07,1.71
13,139,139,0.05,1.71
13,139,139,0.05,1.71
13,139,139,0.06,1.71
13,139,139,0.06,1.71
13,139,139,0.04,1.71
13,139,139,0.04,1.71
13,139,139,0.04,1.71
13,139,139,0.04,1.71
13,139,139,0.04,1.71
13,139,139,0.03,1.71
13,139,139,0.03,1.71
13,139,139,0.04,1.71
13,139,139,0.03,1.71
13,139,139,0.04,1.71
13,139,139,0.03,1.51
13,139,139,0.03,1.51
13,139,139,0.03,1.22
13,139,139,0.03,1.12
13,139,139,0.03,0.87
13,139,139,0.03,0.77
13,139,139,0.02,0.94
13,139,139,0.03,0.55
13,139,139,0.02,0.16
13,139,139,0.03,0.31
13,139,139,0.04,0
13,139,139,0.05,0
13,139,139,0.03,0
13,139,139,0.04,0
13,139,139,0.03,0
14,79,79,0.73,0.6
14,79,79,0.7,0.56
14,79,79,0.79,0.52
14,79,79,0.93,0.41
14,79,79,0.99,0.46
14,79,79,1.03,0.74
14,79,79,1.25,0.53
14,79,79,1.3,0.63
14,79,79,1.27,0.8
14,79,79,1.27,0.76
14,79,79,1.35,0.73
14,79,79,1.32,0.69
14,79,79,1.36,0.8
14,79,79,1.49,1.24
14,79,79,1.4,1.46
14,79,79,1.39,1.25
14,79,79,1.71,1.12
14,79,79,1.71,2.04
14,79,79,1.7,2.18
14,79,79,1.76,2.19
14,79,79,2.03,2.51
14,79,79,2.03,2.93
14,79,79,2.04,3.64
14,79,79,2.11,2.97
14,79,79,2.19,4.54
14,79,79,2.35,3.53
14,79,79,2.37,5.02
14,79,79,2.4,5.26
14,79,79,2.31,5.3
14,79,79,2.32,5.39
14,79,79,2.71,5.3
14,79,79,2.4,5.46
14,79,79,2.34,5.86
14,79,79,2.35,5.83
14,79,79,2.54,5.26
14,79,79,2.44,4.63
