game,nLc0,nSF,Lc0,SF
94,167,168,1.61,2.08
94,167,168,1.63,2.11
94,167,168,1.62,1.77
94,167,168,1.85,1.3
94,167,168,1.91,6.44
94,167,168,1.9,8.56
94,167,168,2.39,11.97
94,167,168,2.47,15.14
94,167,168,2.84,15.01
94,167,168,2.95,3.3
94,167,168,2.95,18.42
95,90,90,0.93,0.9
95,90,90,0.88,0.89
95,90,90,0.86,0.85
95,90,90,0.7,1.06
95,90,90,0.72,0.71
95,90,90,0.76,0.86
95,90,90,0.81,0.63
95,90,90,0.82,0.82
95,90,90,0.73,0.89
95,90,90,0.73,0.71
95,90,90,0.68,0.8
95,90,90,0.68,1.3
95,90,90,0.7,1.41
95,90,90,0.7,0.98
95,90,90,0.7,0.78
95,90,90,0.29,0.66
95,90,90,0.33,0.39
95,90,90,0.34,0.5
95,90,90,0.31,0.28
95,90,90,0.35,0.25
95,90,90,0.3,0.08
95,90,90,0.21,0.74
95,90,90,0.27,0.66
95,90,90,0.15,0.16
95,90,90,0.14,0.06
95,90,90,0.14,0.47
95,90,90,-0.21,0.17
95,90,90,-0.3,0
95,90,90,-0.3,0
95,90,90,-0.92,0
95,90,90,-0.96,-1.28
95,90,90,-0.99,-1.34
95,90,90,-1.05,-1.57
95,90,90,-1.11,-1.77
95,90,90,-1.11,-0.96
95,90,90,-1.5,-2.16
95,90,90,-1.54,-2.11
95,90,90,-1.52,-2.07
95,90,90,-1.52,-2.19
95,90,90,-1.59,-1.84
95,90,90,-1.68,-2.32
95,90,90,-1.75,-2.89
95,90,90,-1.75,-2.89
95,90,90,-1.75,-2.97
95,90,90,-1.81,-2.9
95,90,90,-1.81,-2.79
95,90,90,-1.81,-3.09
95,90,90,-2.16,-3.09
95,90,90,-2.16,-4.11
95,90,90,-2.1,-4.72
95,90,90,-2.22,-4.92
95,90,90,-2.23,-5.09
95,90,90,-2.38,-5.53
95,90,90,-2.4,-5.53
95,90,90,-2.34,-5.53
95,90,90,-2.51,-6.08
95,90,90,-2.55,-6.35
95,90,90,-2.52,-7.07
95,90,90,-2.5,-8.19
95,90,90,-2.55,-9.22
95,90,90,-2.46,-8.62
95,90,90,-2.46,-6.08
95,90,90,-2.56,-10.8
95,90,90,-3.28,-16.64
95,90,90,-3.56,-10.11
96,106,106,0.97,0.28
96,106,106,0.98,0.38
96,106,106,0.99,0.3
96,106,106,0.98,0.32
96,106,106,1.31,0.42
96,106,106,1.36,0.38
96,106,106,1.32,0.48
96,106,106,1.27,0.49
96,106,106,1.2,0.55
96,106,106,1.49,0.93
96,106,106,1.52,0.83
96,106,106,1.56,0.86
96,106,106,1.55,0.82
96,106,106,1.55,0.97
96,106,106,1.55,1.06
96,106,106,1.54,1.09
96,106,106,1.63,1.02
96,106,106,1.66,0.98
96,106,106,1.69,1
96,106,106,1.74,1.14
96,106,106,1.73,0.85
96,106,106,1.61,1.08
96,106,106,1.78,1.05
96,106,106,1.77,1.31
96,106,106,1.67,1.44
96,106,106,1.79,1.83
96,106,106,1.79,1.96
96,106,106,2.03,1.95
96,106,106,2.31,3.53
96,106,106,2.23,3.38
96,106,106,2.19,3.7
96,106,106,2.22,3.62
96,106,106,2.21,3.14
96,106,106,2.32,3.34
96,106,106,2.38,4.57
96,106,106,2.36,3.93
96,106,106,2.8,4.04
96,106,106,2.75,3.95
96,106,106,3.08,4.94
96,106,106,2.85,5.48
96,106,106,2.74,5.96
96,106,106,3.32,7.23
96,106,106,3.23,7.58
96,106,106,3.39,7.62
96,106,106,3.79,7.67
96,106,106,4.21,7.5
96,106,106,4.02,8.52
96,106,106,3.81,8.32
96,106,106,3.8,8.59
96,106,106,3.9,8.28
96,106,106,3.94,8.95
96,106,106,3.78,9.23
96,106,106,3.8,9.47
96,106,106,4.21,10.16
96,106,106,4.17,10.13
96,106,106,4.46,4.46
96,106,106,4.38,6.03
96,106,106,4.18,5.38
96,106,106,4.12,5.73
96,106,106,4.06,5.94
96,106,106,3.95,6.86
96,106,106,4.16,7.36
96,106,106,4.45,7.83
96,106,106,4.82,8.41
96,106,106,4.89,7.21
96,106,106,4.7,8
96,106,106,4.77,6.97
96,106,106,4.58,8.24
96,106,106,4.62,8.23
96,106,106,5.13,8.22
96,106,106,4.72,8.25
96,106,106,4.72,8.43
96,106,106,5.08,8.62
96,106,106,5.17,8.72
96,106,106,4.82,9.02
96,106,106,4.91,9.46
96,106,106,4.81,9.54
96,106,106,4.91,9.64
96,106,106,5.12,10.13
96,106,106,5.28,10.47
96,106,106,5.45,11.26
96,106,106,5.25,11.83
96,106,106,5.18,11.75
96,106,106,5.23,16.53
96,106,106,4.91,10.12
96,106,106,5.05,11.87
96,106,106,4.83,17.38
96,106,106,4.9,12.23
96,106,106,4.96,12.95
96,106,106,5.06,17.82
96,106,106,5.14,12.67
97,31,32,0.43,0.47
97,31,32,0.45,0.68
97,31,32,0.4,0.7
97,31,32,0.39,0.81
97,31,32,0.39,0.37
97,31,32,0.13,0.15
97,31,32,0.13,0.32
97,31,32,0.13,0
97,31,32,0.09,0
97,31,32,0.08,0
97,31,32,0.07,0
97,31,32,0.05,0
97,31,32,0.05,0
97,31,32,0.05,0
97,31,32,0.04,0
97,31,32,0.03,0
97,31,32,0.03,0
97,31,32,0.03,0
97,31,32,0.03,0
97,31,32,0.03,0
97,31,32,0.03,0
97,31,32,0.03,0
97,31,32,0.03,0
97,31,32,0.03,0
97,31,32,0.03,0
97,31,32,0.03,0
97,31,32,0.02,0
97,31,32,0.01,0
97,31,32,0.01,0
97,31,32,0.01,0
97,31,32,-0.02,0
98,98,97,0.49,0
98,98,97,0.53,0
98,98,97,0.52,0
98,98,97,0.51,0
98,98,97,0.54,0
98,98,97,0.57,0
98,98,97,0.64,0
98,98,97,0.89,0
98,98,97,0.86,-0.49
98,98,97,0.86,-0.49
98,98,97,0.84,-0.49
98,98,97,0.85,-0.64
98,98,97,0.82,0
98,98,97,0.86,0
98,98,97,0.89,0.44
98,98,97,1.06,0.56
98,98,97,1.05,0.69
98,98,97,1.03,0.38
98,98,97,1.42,0.77
98,98,97,1.4,1.43
98,98,97,1.38,1.42
98,98,97,1.29,1.42
98,98,97,1.47,1.07
98,98,97,1.45,1.17
98,98,97,1.44,1.17
98,98,97,1.46,0.84
98,98,97,1.78,0.84
98,98,97,1.77,1.22
98,98,97,1.71,0.84
98,98,97,1.71,0.84
98,98,97,1.66,0.84
98,98,97,1.87,0.84
98,98,97,1.72,0.84
98,98,97,1.69,0.84
98,98,97,1.64,0.84
98,98,97,1.62,0.84
98,98,97,1.59,0.84
98,98,97,1.59,0.84
98,98,97,1.55,0.84
98,98,97,1.97,1.23
98,98,97,1.91,1.33
98,98,97,1.93,1.43
98,98,97,1.95,1.43
98,98,97,2.05,1.33
98,98,97,2.05,2.45
98,98,97,2.04,2.95
98,98,97,2.04,3.1
98,98,97,2.1,3.1
98,98,97,2.08,3.2
98,98,97,2.08,3.39
98,98,97,2.06,2.65
98,98,97,2.01,3.3
98,98,97,2.21,2.68
98,98,97,2.36,4.46
98,98,97,2.61,4.15
98,98,97,2.58,3.47
98,98,97,2.73,5.23
98,98,97,2.8,6.24
98,98,97,3.04,6.53
98,98,97,2.92,5.9
98,98,97,3.24,6.52
98,98,97,3.25,7.14
98,98,97,3.23,7.85
98,98,97,3.16,8.1
98,98,97,3.34,5.97
98,98,97,3.23,7.77
98,98,97,3.2,8.09
98,98,97,3.17,8.33
98,98,97,3.11,8.43
98,98,97,3.24,8.53
98,98,97,3.3,8.56
98,98,97,3.2,9.01
98,98,97,3.32,12.15
98,98,97,3.51,12.36
98,98,97,3.67,11.2
98,98,97,3.65,13.29
98,98,97,3.74,14.01
98,98,97,3.61,14.31
98,98,97,3.75,14.11
98,98,97,3.86,15.52
98,98,97,4,16.21
98,98,97,4.74,17.3
98,98,97,4.81,19.61
99,53,54,0.78,1.01
99,53,54,0.81,0.93
99,53,54,0.94,0.83
99,53,54,0.98,0.73
99,53,54,0.85,1.13
99,53,54,0.84,0.84
99,53,54,0.84,0.96
99,53,54,0.84,0.94
99,53,54,0.85,0.8
99,53,54,0.85,0.81
99,53,54,0.86,1.04
99,53,54,0.84,1
99,53,54,1.4,1.26
99,53,54,1.48,1
99,53,54,1.47,1.46
99,53,54,1.46,1.49
99,53,54,1.33,1.8
99,53,54,1.48,1.9
99,53,54,1.58,1.98
99,53,54,1.63,1.99
99,53,54,1.67,2.53
99,53,54,1.75,3.42
99,53,54,1.76,3.74
99,53,54,1.75,3.98
99,53,54,1.71,4.13
99,53,54,2.2,4.53
99,53,54,2.21,4.52
99,53,54,2.21,4.74
99,53,54,2.18,2.35
99,53,54,2.2,5.48
99,53,54,2.19,6.09
99,53,54,2.24,6.61
99,53,54,2.28,7.97
99,53,54,2.27,9.23
99,53,54,2.38,11.06
99,53,54,2.42,12.65
99,53,54,2.43,15.6
99,53,54,2.46,18.83
100,73,72,0.82,0.14
100,73,72,0.8,0.22
100,73,72,0.71,0.15
100,73,72,0.69,0
100,73,72,0.69,0.23
100,73,72,0.67,0.21
100,73,72,0.71,0.07
100,73,72,0.87,0
100,73,72,0.79,0
100,73,72,0.8,0
100,73,72,0.88,0
100,73,72,0.84,0
100,73,72,0.83,0
100,73,72,0.87,0.14
100,73,72,1.29,0
100,73,72,1.31,0.5
100,73,72,1.33,0.6
100,73,72,1.28,0.46
100,73,72,1.28,0.36
100,73,72,1.27,0.69
100,73,72,1.25,0.77
100,73,72,1.25,0.65
100,73,72,1.2,0.67
100,73,72,1.19,0.47
100,73,72,1.2,0.58
100,73,72,1.18,0.92
100,73,72,1.22,1.14
100,73,72,1.21,1.34
100,73,72,1.21,1.01
100,73,72,1.22,0.97
100,73,72,1.24,1.16
100,73,72,1.25,1.46
100,73,72,1.52,1.35
100,73,72,1.69,1.35
100,73,72,1.61,1.35
100,73,72,1.78,1.35
100,73,72,1.71,1.35
100,73,72,1.71,1.35
100,73,72,1.67,1.38
100,73,72,1.62,0.8
100,73,72,1.61,1.14
100,73,72,1.48,0.71
100,73,72,1.56,0.72
100,73,72,1.5,1.64
100,73,72,1.43,1.28
100,73,72,1.33,0.87
100,73,72,1.26,2.28
100,73,72,1.55,0
100,73,72,1.26,0
100,73,72,0.85,0
100,73,72,0.7,0
100,73,72,0.42,0
100,73,72,0.35,0
100,73,72,0.34,0
100,73,72,0.29,0
100,73,72,0.28,0
100,73,72,0.28,0
100,73,72,0.28,0
100,73,72,0.22,0
100,73,72,0.21,0
100,73,72,0.16,0
100,73,72,0.15,0
100,73,72,0.14,0
100,73,72,0.12,0
100,73,72,0.1,0
100,73,72,0.07,0
100,73,72,0.07,0
100,73,72,0.04,0
100,73,72,0.02,0
100,73,72,0.02,0
100,73,72,0.01,0
100,73,72,0,0
